geo,time,income_group,population
bra,1958,59,0.0
bra,1958,60,0.0
bra,1958,61,0.0
bra,1958,62,0.0
bra,1958,63,0.0
bra,1958,64,0.0
bra,1958,65,0.0
bra,1958,66,0.0
bra,1959,58,0.0
bra,1959,59,0.0
bra,1959,60,0.0
bra,1959,61,0.0
bra,1959,62,0.0
bra,1959,63,0.0
bra,1959,64,0.0
bra,1959,65,0.0
bra,1959,66,0.0
bra,1960,58,0.0
bra,1960,59,0.0
bra,1960,60,0.0
bra,1960,61,0.0
bra,1960,62,0.0
bra,1960,63,0.0
bra,1960,64,0.0
bra,1960,65,0.0
bra,1960,66,0.0
bra,1960,67,2.0
bra,1960,68,0.0
bra,1960,69,0.0
bra,1960,70,1.0
bra,1961,58,0.0
bra,1961,59,0.0
bra,1961,60,0.0
bra,1961,61,0.0
bra,1961,62,0.0
bra,1961,63,0.0
bra,1961,64,0.0
bra,1961,65,0.0
bra,1961,66,0.0
bra,1961,67,2.0
bra,1961,68,0.0
bra,1961,69,0.0
bra,1961,70,1.0
bra,1962,58,0.0
bra,1962,59,0.0
bra,1962,60,0.0
bra,1962,61,0.0
bra,1962,62,0.0
bra,1962,63,0.0
bra,1962,64,0.0
bra,1962,65,0.0
bra,1962,66,0.0
bra,1962,67,2.0
bra,1962,68,0.0
bra,1962,69,0.0
bra,1962,70,1.0
bra,1963,58,0.0
bra,1963,59,0.0
bra,1963,60,0.0
bra,1963,61,0.0
bra,1963,62,0.0
bra,1963,63,0.0
bra,1963,64,0.0
bra,1963,65,0.0
bra,1963,66,0.0
bra,1963,67,2.0
bra,1963,68,0.0
bra,1963,69,0.0
bra,1963,70,1.0
bra,1964,58,0.0
bra,1964,59,0.0
bra,1964,60,0.0
bra,1964,61,0.0
bra,1964,62,0.0
bra,1964,63,0.0
bra,1964,64,0.0
bra,1964,65,0.0
bra,1964,66,0.0
bra,1964,67,2.0
bra,1964,68,0.0
bra,1964,69,0.0
bra,1964,70,1.0
bra,1965,58,0.0
bra,1965,59,0.0
bra,1965,60,0.0
bra,1965,61,0.0
bra,1965,62,0.0
bra,1965,63,0.0
bra,1965,64,0.0
bra,1965,65,0.0
bra,1965,66,0.0
bra,1965,67,2.0
bra,1965,68,0.0
bra,1965,69,0.0
bra,1965,70,1.0
bra,1966,58,0.0
bra,1966,59,0.0
bra,1966,60,0.0
bra,1966,61,0.0
bra,1966,62,0.0
bra,1966,63,0.0
bra,1966,64,0.0
bra,1966,65,0.0
bra,1966,66,0.0
bra,1966,67,2.0
bra,1966,68,0.0
bra,1966,69,0.0
bra,1966,70,1.0
bra,1967,58,0.0
bra,1967,59,0.0
bra,1967,60,0.0
bra,1967,61,0.0
bra,1967,62,0.0
bra,1967,63,0.0
bra,1967,64,0.0
bra,1967,65,0.0
bra,1967,66,0.0
bra,1967,67,2.0
bra,1967,68,0.0
bra,1967,69,0.0
bra,1967,70,1.0
bra,1968,57,0.0
bra,1968,58,0.0
bra,1968,59,0.0
bra,1968,60,0.0
bra,1968,61,0.0
bra,1968,62,0.0
bra,1968,63,0.0
bra,1968,64,0.0
bra,1968,65,0.0
bra,1968,66,0.0
bra,1968,67,2.0
bra,1968,68,0.0
bra,1968,69,0.0
bra,1968,70,1.0
bra,1969,57,0.0
bra,1969,58,0.0
bra,1969,59,0.0
bra,1969,60,0.0
bra,1969,61,0.0
bra,1969,62,0.0
bra,1969,63,0.0
bra,1969,64,0.0
bra,1969,65,0.0
bra,1969,66,0.0
bra,1969,67,2.0
bra,1969,68,0.0
bra,1969,69,0.0
bra,1969,70,1.0
bra,1970,57,0.0
bra,1970,58,0.0
bra,1970,59,0.0
bra,1970,60,0.0
bra,1970,61,0.0
bra,1970,62,0.0
bra,1970,63,0.0
bra,1970,64,0.0
bra,1970,65,0.0
bra,1970,66,0.0
bra,1970,67,2.0
bra,1970,68,0.0
bra,1970,69,0.0
bra,1970,70,1.0
bra,1971,57,0.0
bra,1971,58,0.0
bra,1971,59,0.0
bra,1971,60,0.0
bra,1971,61,0.0
bra,1971,62,0.0
bra,1971,63,0.0
bra,1971,64,0.0
bra,1971,65,0.0
bra,1971,66,0.0
bra,1971,67,2.0
bra,1971,68,0.0
bra,1971,69,0.0
bra,1971,70,1.0
bra,1972,57,0.0
bra,1972,58,0.0
bra,1972,59,0.0
bra,1972,60,0.0
bra,1972,61,0.0
bra,1972,62,0.0
bra,1972,63,0.0
bra,1972,64,0.0
bra,1972,65,0.0
bra,1972,66,0.0
bra,1972,67,2.0
bra,1972,68,0.0
bra,1972,69,0.0
bra,1972,70,1.0
bra,1973,57,0.0
bra,1973,58,0.0
bra,1973,59,0.0
bra,1973,60,0.0
bra,1973,61,0.0
bra,1973,62,0.0
bra,1973,63,0.0
bra,1973,64,0.0
bra,1973,65,0.0
bra,1973,66,0.0
bra,1973,67,2.0
bra,1973,68,0.0
bra,1973,69,0.0
bra,1973,70,1.0
bra,1974,57,0.0
bra,1974,58,0.0
bra,1974,59,0.0
bra,1974,60,0.0
bra,1974,61,0.0
bra,1974,62,0.0
bra,1974,63,0.0
bra,1974,64,0.0
bra,1974,65,0.0
bra,1974,66,0.0
bra,1974,67,2.0
bra,1974,68,0.0
bra,1974,69,0.0
bra,1974,70,1.0
bra,1975,57,0.0
bra,1975,58,0.0
bra,1975,59,0.0
bra,1975,60,0.0
bra,1975,61,0.0
bra,1975,62,0.0
bra,1975,63,0.0
bra,1975,64,0.0
bra,1975,65,0.0
bra,1975,66,0.0
bra,1975,67,2.0
bra,1975,68,0.0
bra,1975,69,0.0
bra,1975,70,1.0
bra,1976,57,0.0
bra,1976,58,0.0
bra,1976,59,0.0
bra,1976,60,0.0
bra,1976,61,0.0
bra,1976,62,0.0
bra,1976,63,0.0
bra,1976,64,0.0
bra,1976,65,0.0
bra,1976,66,0.0
bra,1976,67,2.0
bra,1976,68,0.0
bra,1976,69,0.0
bra,1976,70,1.0
bra,1977,57,0.0
bra,1977,58,0.0
bra,1977,59,0.0
bra,1977,60,0.0
bra,1977,61,0.0
bra,1977,62,0.0
bra,1977,63,0.0
bra,1977,64,0.0
bra,1977,65,0.0
bra,1977,66,0.0
bra,1977,67,2.0
bra,1977,68,0.0
bra,1977,69,0.0
bra,1977,70,1.0
bra,1978,57,0.0
bra,1978,58,0.0
bra,1978,59,0.0
bra,1978,60,0.0
bra,1978,61,0.0
bra,1978,62,0.0
bra,1978,63,0.0
bra,1978,64,0.0
bra,1978,65,0.0
bra,1978,66,0.0
bra,1978,67,2.0
bra,1978,68,0.0
bra,1978,69,0.0
bra,1978,70,1.0
bra,1979,57,0.0
bra,1979,58,0.0
bra,1979,59,0.0
bra,1979,60,0.0
bra,1979,61,0.0
bra,1979,62,0.0
bra,1979,63,0.0
bra,1979,64,0.0
bra,1979,65,0.0
bra,1979,66,0.0
bra,1979,67,2.0
bra,1979,68,0.0
bra,1979,69,0.0
bra,1979,70,1.0
bra,1980,57,0.0
bra,1980,58,0.0
bra,1980,59,0.0
bra,1980,60,0.0
bra,1980,61,0.0
bra,1980,62,0.0
bra,1980,63,0.0
bra,1980,64,0.0
bra,1980,65,0.0
bra,1980,66,0.0
bra,1980,67,2.0
bra,1980,68,0.0
bra,1980,69,0.0
bra,1980,70,1.0
bra,1981,57,0.0
bra,1981,58,0.0
bra,1981,59,0.0
bra,1981,60,0.0
bra,1981,61,0.0
bra,1981,62,0.0
bra,1981,63,0.0
bra,1981,64,0.0
bra,1981,65,0.0
bra,1981,66,0.0
bra,1981,67,2.0
bra,1981,68,0.0
bra,1981,69,0.0
bra,1981,70,1.0
bra,1982,57,0.0
bra,1982,58,0.0
bra,1982,59,0.0
bra,1982,60,0.0
bra,1982,61,0.0
bra,1982,62,0.0
bra,1982,63,0.0
bra,1982,64,0.0
bra,1982,65,0.0
bra,1982,66,0.0
bra,1982,67,2.0
bra,1982,68,0.0
bra,1982,69,0.0
bra,1982,70,1.0
bra,1983,57,0.0
bra,1983,58,0.0
bra,1983,59,0.0
bra,1983,60,0.0
bra,1983,61,0.0
bra,1983,62,0.0
bra,1983,63,0.0
bra,1983,64,0.0
bra,1983,65,0.0
bra,1983,66,0.0
bra,1983,67,1.0
bra,1983,68,0.0
bra,1983,69,0.0
bra,1983,70,1.0
bra,1984,57,0.0
bra,1984,58,0.0
bra,1984,59,0.0
bra,1984,60,0.0
bra,1984,61,0.0
bra,1984,62,0.0
bra,1984,63,0.0
bra,1984,64,0.0
bra,1984,65,0.0
bra,1984,66,0.0
bra,1984,67,1.0
bra,1984,68,0.0
bra,1984,69,0.0
bra,1984,70,1.0
bra,1985,57,0.0
bra,1985,58,0.0
bra,1985,59,0.0
bra,1985,60,0.0
bra,1985,61,0.0
bra,1985,62,0.0
bra,1985,63,0.0
bra,1985,64,0.0
bra,1985,65,0.0
bra,1985,66,1.0
bra,1985,67,1.0
bra,1985,68,0.0
bra,1985,69,0.0
bra,1985,70,1.0
bra,1986,57,0.0
bra,1986,58,0.0
bra,1986,59,0.0
bra,1986,60,0.0
bra,1986,61,0.0
bra,1986,62,0.0
bra,1986,63,0.0
bra,1986,64,0.0
bra,1986,65,0.0
bra,1986,66,1.0
bra,1986,67,1.0
bra,1986,68,0.0
bra,1986,69,0.0
bra,1986,70,1.0
bra,1987,57,0.0
bra,1987,58,0.0
bra,1987,59,0.0
bra,1987,60,0.0
bra,1987,61,0.0
bra,1987,62,0.0
bra,1987,63,0.0
bra,1987,64,0.0
bra,1987,65,0.0
bra,1987,66,1.0
bra,1987,67,1.0
bra,1987,68,0.0
bra,1987,69,0.0
bra,1987,70,1.0
bra,1988,57,0.0
bra,1988,58,0.0
bra,1988,59,0.0
bra,1988,60,0.0
bra,1988,61,0.0
bra,1988,62,0.0
bra,1988,63,0.0
bra,1988,64,0.0
bra,1988,65,0.0
bra,1988,66,1.0
bra,1988,67,1.0
bra,1988,68,0.0
bra,1988,69,0.0
bra,1988,70,1.0
bra,1989,57,0.0
bra,1989,58,0.0
bra,1989,59,0.0
bra,1989,60,0.0
bra,1989,61,0.0
bra,1989,62,0.0
bra,1989,63,0.0
bra,1989,64,0.0
bra,1989,65,0.0
bra,1989,66,1.0
bra,1989,67,1.0
bra,1989,68,0.0
bra,1989,69,0.0
bra,1989,70,1.0
bra,1990,57,0.0
bra,1990,58,0.0
bra,1990,59,0.0
bra,1990,60,0.0
bra,1990,61,0.0
bra,1990,62,0.0
bra,1990,63,0.0
bra,1990,64,0.0
bra,1990,65,0.0
bra,1990,66,1.0
bra,1990,67,1.0
bra,1990,68,0.0
bra,1990,69,0.0
bra,1990,70,1.0
bra,1991,57,0.0
bra,1991,58,0.0
bra,1991,59,0.0
bra,1991,60,0.0
bra,1991,61,0.0
bra,1991,62,0.0
bra,1991,63,0.0
bra,1991,64,0.0
bra,1991,65,0.0
bra,1991,66,1.0
bra,1991,67,1.0
bra,1991,68,0.0
bra,1991,69,0.0
bra,1991,70,1.0
bra,1992,57,0.0
bra,1992,58,0.0
bra,1992,59,0.0
bra,1992,60,0.0
bra,1992,61,0.0
bra,1992,62,0.0
bra,1992,63,0.0
bra,1992,64,0.0
bra,1992,65,0.0
bra,1992,66,1.0
bra,1992,67,1.0
bra,1992,68,0.0
bra,1992,69,0.0
bra,1992,70,1.0
bra,1993,57,0.0
bra,1993,58,0.0
bra,1993,59,0.0
bra,1993,60,0.0
bra,1993,61,0.0
bra,1993,62,0.0
bra,1993,63,0.0
bra,1993,64,0.0
bra,1993,65,0.0
bra,1993,66,1.0
bra,1993,67,1.0
bra,1993,68,0.0
bra,1993,69,0.0
bra,1993,70,1.0
bra,1994,57,0.0
bra,1994,58,0.0
bra,1994,59,0.0
bra,1994,60,0.0
bra,1994,61,0.0
bra,1994,62,0.0
bra,1994,63,0.0
bra,1994,64,0.0
bra,1994,65,0.0
bra,1994,66,1.0
bra,1994,67,1.0
bra,1994,68,0.0
bra,1994,69,0.0
bra,1994,70,1.0
bra,1995,57,0.0
bra,1995,58,0.0
bra,1995,59,0.0
bra,1995,60,0.0
bra,1995,61,0.0
bra,1995,62,0.0
bra,1995,63,0.0
bra,1995,64,0.0
bra,1995,65,0.0
bra,1995,66,1.0
bra,1995,67,1.0
bra,1995,68,0.0
bra,1995,69,0.0
bra,1995,70,1.0
bra,1996,57,0.0
bra,1996,58,0.0
bra,1996,59,0.0
bra,1996,60,0.0
bra,1996,61,0.0
bra,1996,62,0.0
bra,1996,63,0.0
bra,1996,64,0.0
bra,1996,65,0.0
bra,1996,66,1.0
bra,1996,67,1.0
bra,1996,68,0.0
bra,1996,69,0.0
bra,1996,70,1.0
bra,1997,57,0.0
bra,1997,58,0.0
bra,1997,59,0.0
bra,1997,60,0.0
bra,1997,61,0.0
bra,1997,62,0.0
bra,1997,63,0.0
bra,1997,64,0.0
bra,1997,65,0.0
bra,1997,66,1.0
bra,1997,67,1.0
bra,1997,68,0.0
bra,1997,69,0.0
bra,1997,70,1.0
bra,1998,57,0.0
bra,1998,58,0.0
bra,1998,59,0.0
bra,1998,60,0.0
bra,1998,61,0.0
bra,1998,62,0.0
bra,1998,63,0.0
bra,1998,64,0.0
bra,1998,65,0.0
bra,1998,66,1.0
bra,1998,67,1.0
bra,1998,68,0.0
bra,1998,69,0.0
bra,1998,70,1.0
bra,1999,57,0.0
bra,1999,58,0.0
bra,1999,59,0.0
bra,1999,60,0.0
bra,1999,61,0.0
bra,1999,62,0.0
bra,1999,63,0.0
bra,1999,64,0.0
bra,1999,65,0.0
bra,1999,66,1.0
bra,1999,67,1.0
bra,1999,68,0.0
bra,1999,69,0.0
bra,1999,70,1.0
bra,2000,57,0.0
bra,2000,58,0.0
bra,2000,59,0.0
bra,2000,60,0.0
bra,2000,61,0.0
bra,2000,62,0.0
bra,2000,63,0.0
bra,2000,64,0.0
bra,2000,65,0.0
bra,2000,66,1.0
bra,2000,67,1.0
bra,2000,68,0.0
bra,2000,69,0.0
bra,2000,70,1.0
bra,2001,57,0.0
bra,2001,58,0.0
bra,2001,59,0.0
bra,2001,60,0.0
bra,2001,61,0.0
bra,2001,62,1.0
bra,2001,63,0.0
bra,2001,64,0.0
bra,2001,65,0.0
bra,2001,66,1.0
bra,2001,67,1.0
bra,2001,68,0.0
bra,2001,69,0.0
bra,2001,70,1.0
bra,2002,57,0.0
bra,2002,58,0.0
bra,2002,59,1.0
bra,2002,60,1.0
bra,2002,61,0.0
bra,2002,62,1.0
bra,2002,63,1.0
bra,2002,64,1.0
bra,2002,65,1.0
bra,2002,66,1.0
bra,2002,67,1.0
bra,2002,68,0.0
bra,2002,69,0.0
bra,2002,70,1.0
bra,2003,57,0.0
bra,2003,58,0.0
bra,2003,59,1.0
bra,2003,60,0.0
bra,2003,61,0.0
bra,2003,62,1.0
bra,2003,63,0.0
bra,2003,64,1.0
bra,2003,65,1.0
bra,2003,66,1.0
bra,2003,67,1.0
bra,2003,68,0.0
bra,2003,69,0.0
bra,2003,70,1.0
bra,2004,57,0.0
bra,2004,58,0.0
bra,2004,59,1.0
bra,2004,60,1.0
bra,2004,61,0.0
bra,2004,62,1.0
bra,2004,63,1.0
bra,2004,64,1.0
bra,2004,65,1.0
bra,2004,66,1.0
bra,2004,67,1.0
bra,2004,68,0.0
bra,2004,69,0.0
bra,2004,70,1.0
bra,2005,57,0.0
bra,2005,58,1.0
bra,2005,59,2.0
bra,2005,60,1.0
bra,2005,61,1.0
bra,2005,62,1.0
bra,2005,63,1.0
bra,2005,64,1.0
bra,2005,65,1.0
bra,2005,66,1.0
bra,2005,67,1.0
bra,2005,68,0.0
bra,2005,69,0.0
bra,2005,70,1.0
bra,2006,57,0.0
bra,2006,58,0.0
bra,2006,59,4.0
bra,2006,60,3.0
bra,2006,61,0.0
bra,2006,62,1.0
bra,2006,63,1.0
bra,2006,64,1.0
bra,2006,65,1.0
bra,2006,66,1.0
bra,2006,67,1.0
bra,2006,68,0.0
bra,2006,69,0.0
bra,2006,70,1.0
bra,2007,57,0.0
bra,2007,58,1.0
bra,2007,59,2.0
bra,2007,60,5.0
bra,2007,61,4.0
bra,2007,62,0.0
bra,2007,63,2.0
bra,2007,64,0.0
bra,2007,65,1.0
bra,2007,66,1.0
bra,2007,67,1.0
bra,2007,68,0.0
bra,2007,69,0.0
bra,2007,70,1.0
bra,2008,57,0.0
bra,2008,58,1.0
bra,2008,59,2.0
bra,2008,60,3.0
bra,2008,61,3.0
bra,2008,62,0.0
bra,2008,63,1.0
bra,2008,64,1.0
bra,2008,65,1.0
bra,2008,66,2.0
bra,2008,67,1.0
bra,2008,68,0.0
bra,2008,69,0.0
bra,2008,70,1.0
bra,2009,57,0.0
bra,2009,58,1.0
bra,2009,59,2.0
bra,2009,60,0.0
bra,2009,61,2.0
bra,2009,62,3.0
bra,2009,63,0.0
bra,2009,64,0.0
bra,2009,65,2.0
bra,2009,66,1.0
bra,2009,67,1.0
bra,2009,68,0.0
bra,2009,69,0.0
bra,2009,70,1.0
bra,2010,57,0.0
bra,2010,58,1.0
bra,2010,59,1.0
bra,2010,60,2.0
bra,2010,61,3.0
bra,2010,62,2.0
bra,2010,63,2.0
bra,2010,64,2.0
bra,2010,65,0.0
bra,2010,66,1.0
bra,2010,67,0.0
bra,2010,68,0.0
bra,2010,69,0.0
bra,2010,70,1.0
bra,2011,57,0.0
bra,2011,58,1.0
bra,2011,59,3.0
bra,2011,60,7.0
bra,2011,61,5.0
bra,2011,62,3.0
bra,2011,63,1.0
bra,2011,64,4.0
bra,2011,65,0.0
bra,2011,66,0.0
bra,2011,67,1.0
bra,2011,68,0.0
bra,2011,69,0.0
bra,2011,70,1.0
bra,2012,57,0.0
bra,2012,58,3.0
bra,2012,59,4.0
bra,2012,60,6.0
bra,2012,61,8.0
bra,2012,62,3.0
bra,2012,63,3.0
bra,2012,64,2.0
bra,2012,65,0.0
bra,2012,66,0.0
bra,2012,67,2.0
bra,2012,68,0.0
bra,2012,69,0.0
bra,2012,70,1.0
bra,2013,57,0.0
bra,2013,58,10.0
bra,2013,59,5.0
bra,2013,60,7.0
bra,2013,61,4.0
bra,2013,62,3.0
bra,2013,63,3.0
bra,2013,64,0.0
bra,2013,65,4.0
bra,2013,66,3.0
bra,2013,67,1.0
bra,2013,68,1.0
bra,2013,69,0.0
bra,2013,70,1.0
bra,2014,57,0.0
bra,2014,58,17.0
bra,2014,59,15.0
bra,2014,60,9.0
bra,2014,61,7.0
bra,2014,62,5.0
bra,2014,63,1.0
bra,2014,64,0.0
bra,2014,65,0.0
bra,2014,66,5.0
bra,2014,67,0.0
bra,2014,68,1.0
bra,2014,69,0.0
bra,2014,70,1.0
bra,2015,57,0.0
bra,2015,58,12.0
bra,2015,59,9.0
bra,2015,60,12.0
bra,2015,61,7.0
bra,2015,62,3.0
bra,2015,63,1.0
bra,2015,64,0.0
bra,2015,65,3.0
bra,2015,66,1.0
bra,2015,67,1.0
bra,2015,68,1.0
bra,2015,69,0.0
bra,2015,70,1.0
bra,2016,57,0.0
bra,2016,58,4.0
bra,2016,59,3.0
bra,2016,60,7.0
bra,2016,61,6.0
bra,2016,62,2.0
bra,2016,63,3.0
bra,2016,64,0.0
bra,2016,65,0.0
bra,2016,66,1.0
bra,2016,67,1.0
bra,2016,68,1.0
bra,2016,69,0.0
bra,2016,70,1.0
bra,2017,57,0.0
bra,2017,58,4.0
bra,2017,59,11.0
bra,2017,60,7.0
bra,2017,61,1.0
bra,2017,62,15.0
bra,2017,63,0.0
bra,2017,64,0.0
bra,2017,65,0.0
bra,2017,66,0.0
bra,2017,67,3.0
bra,2017,68,1.0
bra,2017,69,0.0
bra,2017,70,1.0
bra,2018,57,2.0
bra,2018,58,3.0
bra,2018,59,6.0
bra,2018,60,8.0
bra,2018,61,12.0
bra,2018,62,2.0
bra,2018,63,4.0
bra,2018,64,0.0
bra,2018,65,0.0
bra,2018,66,2.0
bra,2018,67,1.0
bra,2018,68,0.0
bra,2018,69,1.0
bra,2018,70,1.0
bra,2019,57,2.0
bra,2019,58,10.0
bra,2019,59,16.0
bra,2019,60,15.0
bra,2019,61,10.0
bra,2019,62,1.0
bra,2019,63,0.0
bra,2019,64,0.0
bra,2019,65,1.0
bra,2019,66,2.0
bra,2019,67,0.0
bra,2019,68,0.0
bra,2019,69,1.0
bra,2019,70,1.0
bra,2020,57,3.0
bra,2020,58,7.0
bra,2020,59,12.0
bra,2020,60,16.0
bra,2020,61,0.0
bra,2020,62,3.0
bra,2020,63,2.0
bra,2020,64,1.0
bra,2020,65,1.0
bra,2020,66,0.0
bra,2020,67,0.0
bra,2020,68,1.0
bra,2020,69,1.0
bra,2020,70,1.0
bra,2021,57,3.0
bra,2021,58,12.0
bra,2021,59,19.0
bra,2021,60,16.0
bra,2021,61,7.0
bra,2021,62,2.0
bra,2021,63,4.0
bra,2021,64,3.0
bra,2021,65,2.0
bra,2021,66,2.0
bra,2021,67,1.0
bra,2021,68,1.0
bra,2021,69,1.0
bra,2021,70,1.0
bra,2022,57,7.0
bra,2022,58,21.0
bra,2022,59,18.0
bra,2022,60,4.0
bra,2022,61,5.0
bra,2022,62,4.0
bra,2022,63,3.0
bra,2022,64,3.0
bra,2022,65,3.0
bra,2022,66,2.0
bra,2022,67,1.0
bra,2022,68,1.0
bra,2022,69,1.0
bra,2022,70,1.0
bra,2023,57,6.0
bra,2023,58,14.0
bra,2023,59,16.0
bra,2023,60,13.0
bra,2023,61,8.0
bra,2023,62,5.0
bra,2023,63,3.0
bra,2023,64,1.0
bra,2023,65,2.0
bra,2023,66,2.0
bra,2023,67,1.0
bra,2023,68,1.0
bra,2023,69,1.0
bra,2023,70,1.0
bra,2024,57,7.0
bra,2024,58,15.0
bra,2024,59,16.0
bra,2024,60,14.0
bra,2024,61,8.0
bra,2024,62,5.0
bra,2024,63,3.0
bra,2024,64,1.0
bra,2024,65,2.0
bra,2024,66,2.0
bra,2024,67,1.0
bra,2024,68,1.0
bra,2024,69,1.0
bra,2024,70,1.0
bra,2025,57,8.0
bra,2025,58,15.0
bra,2025,59,17.0
bra,2025,60,15.0
bra,2025,61,9.0
bra,2025,62,5.0
bra,2025,63,3.0
bra,2025,64,1.0
bra,2025,65,2.0
bra,2025,66,2.0
bra,2025,67,1.0
bra,2025,68,1.0
bra,2025,69,1.0
bra,2025,70,1.0
bra,2026,57,9.0
bra,2026,58,16.0
bra,2026,59,18.0
bra,2026,60,15.0
bra,2026,61,9.0
bra,2026,62,5.0
bra,2026,63,3.0
bra,2026,64,1.0
bra,2026,65,2.0
bra,2026,66,2.0
bra,2026,67,1.0
bra,2026,68,1.0
bra,2026,69,1.0
bra,2026,70,1.0
bra,2027,57,10.0
bra,2027,58,17.0
bra,2027,59,19.0
bra,2027,60,16.0
bra,2027,61,9.0
bra,2027,62,6.0
bra,2027,63,3.0
bra,2027,64,1.0
bra,2027,65,2.0
bra,2027,66,2.0
bra,2027,67,1.0
bra,2027,68,1.0
bra,2027,69,1.0
bra,2027,70,1.0
bra,2028,57,12.0
bra,2028,58,18.0
bra,2028,59,20.0
bra,2028,60,17.0
bra,2028,61,10.0
bra,2028,62,6.0
bra,2028,63,3.0
bra,2028,64,2.0
bra,2028,65,2.0
bra,2028,66,2.0
bra,2028,67,1.0
bra,2028,68,1.0
bra,2028,69,2.0
bra,2028,70,1.0
bra,2029,57,13.0
bra,2029,58,19.0
bra,2029,59,21.0
bra,2029,60,17.0
bra,2029,61,10.0
bra,2029,62,6.0
bra,2029,63,4.0
bra,2029,64,2.0
bra,2029,65,2.0
bra,2029,66,2.0
bra,2029,67,1.0
bra,2029,68,1.0
bra,2029,69,2.0
bra,2029,70,1.0
bra,2030,57,14.0
bra,2030,58,20.0
bra,2030,59,21.0
bra,2030,60,18.0
bra,2030,61,10.0
bra,2030,62,6.0
bra,2030,63,4.0
bra,2030,64,2.0
bra,2030,65,2.0
bra,2030,66,2.0
bra,2030,67,1.0
bra,2030,68,1.0
bra,2030,69,2.0
bra,2030,70,1.0
bra,2031,57,15.0
bra,2031,58,20.0
bra,2031,59,22.0
bra,2031,60,18.0
bra,2031,61,11.0
bra,2031,62,6.0
bra,2031,63,4.0
bra,2031,64,2.0
bra,2031,65,2.0
bra,2031,66,2.0
bra,2031,67,1.0
bra,2031,68,1.0
bra,2031,69,2.0
bra,2031,70,1.0
bra,2032,57,16.0
bra,2032,58,21.0
bra,2032,59,23.0
bra,2032,60,19.0
bra,2032,61,11.0
bra,2032,62,7.0
bra,2032,63,4.0
bra,2032,64,2.0
bra,2032,65,2.0
bra,2032,66,2.0
bra,2032,67,1.0
bra,2032,68,1.0
bra,2032,69,2.0
bra,2032,70,1.0
bra,2033,57,17.0
bra,2033,58,22.0
bra,2033,59,24.0
bra,2033,60,20.0
bra,2033,61,11.0
bra,2033,62,7.0
bra,2033,63,4.0
bra,2033,64,2.0
bra,2033,65,2.0
bra,2033,66,2.0
bra,2033,67,1.0
bra,2033,68,1.0
bra,2033,69,2.0
bra,2033,70,1.0
bra,2034,57,18.0
bra,2034,58,23.0
bra,2034,59,25.0
bra,2034,60,20.0
bra,2034,61,12.0
bra,2034,62,7.0
bra,2034,63,4.0
bra,2034,64,2.0
bra,2034,65,2.0
bra,2034,66,2.0
bra,2034,67,1.0
bra,2034,68,1.0
bra,2034,69,2.0
bra,2034,70,1.0
bra,2035,57,19.0
bra,2035,58,24.0
bra,2035,59,26.0
bra,2035,60,21.0
bra,2035,61,12.0
bra,2035,62,7.0
bra,2035,63,4.0
bra,2035,64,2.0
bra,2035,65,2.0
bra,2035,66,2.0
bra,2035,67,1.0
bra,2035,68,1.0
bra,2035,69,2.0
bra,2035,70,1.0
bra,2036,57,20.0
bra,2036,58,25.0
bra,2036,59,26.0
bra,2036,60,22.0
bra,2036,61,12.0
bra,2036,62,7.0
bra,2036,63,4.0
bra,2036,64,2.0
bra,2036,65,2.0
bra,2036,66,2.0
bra,2036,67,1.0
bra,2036,68,1.0
bra,2036,69,2.0
bra,2036,70,1.0
bra,2037,57,21.0
bra,2037,58,25.0
bra,2037,59,27.0
bra,2037,60,22.0
bra,2037,61,13.0
bra,2037,62,8.0
bra,2037,63,4.0
bra,2037,64,2.0
bra,2037,65,2.0
bra,2037,66,2.0
bra,2037,67,1.0
bra,2037,68,2.0
bra,2037,69,2.0
bra,2037,70,1.0
bra,2038,57,23.0
bra,2038,58,26.0
bra,2038,59,28.0
bra,2038,60,23.0
bra,2038,61,13.0
bra,2038,62,8.0
bra,2038,63,5.0
bra,2038,64,2.0
bra,2038,65,2.0
bra,2038,66,2.0
bra,2038,67,0.0
bra,2038,68,2.0
bra,2038,69,2.0
bra,2038,70,1.0
bra,2039,57,24.0
bra,2039,58,27.0
bra,2039,59,29.0
bra,2039,60,24.0
bra,2039,61,13.0
bra,2039,62,8.0
bra,2039,63,5.0
bra,2039,64,2.0
bra,2039,65,2.0
bra,2039,66,2.0
bra,2039,67,0.0
bra,2039,68,2.0
bra,2039,69,3.0
bra,2039,70,1.0
bra,2040,57,25.0
bra,2040,58,28.0
bra,2040,59,30.0
bra,2040,60,24.0
bra,2040,61,14.0
bra,2040,62,8.0
bra,2040,63,5.0
bra,2040,64,2.0
bra,2040,65,2.0
bra,2040,66,2.0
bra,2040,67,0.0
bra,2040,68,2.0
bra,2040,69,3.0
bra,2040,70,1.0
bra,2041,57,26.0
bra,2041,58,29.0
bra,2041,59,31.0
bra,2041,60,25.0
bra,2041,61,14.0
bra,2041,62,8.0
bra,2041,63,5.0
bra,2041,64,2.0
bra,2041,65,2.0
bra,2041,66,2.0
bra,2041,67,0.0
bra,2041,68,2.0
bra,2041,69,3.0
bra,2041,70,1.0
bra,2042,57,27.0
bra,2042,58,29.0
bra,2042,59,31.0
bra,2042,60,26.0
bra,2042,61,14.0
bra,2042,62,9.0
bra,2042,63,5.0
bra,2042,64,2.0
